EventType,MR.GsmNcellBcc,MR.GsmNcellBcch,MR.GsmNcellCarrierRSSI,MR.GsmNcellNcc,MR.LteNcEarfcn,MR.LteNcPci,MR.LteNcRSRP,MR.LteNcRSRQ,MR.LteScCgi,MR.LteScEarfcn,MR.LteScPci,MR.LteScRSRP,MR.LteScRSRQ,MR.UtraCarrierRSSI,MR.UtraCellParameterId,MR.UtraCpichEcNo,MR.UtraCpichRSCP,MmeCode,MmeGroupId,MmeUeS1apId,TimeStamp,endTime,fileFormatVersion,id,jobid,period,reportTime,startTime
A3,NIL,NIL,NIL,NIL,1650,349,53,0,46000077256611,19650,350,54,9,NIL,NIL,NIL,NIL,194,39424,167808178,2017-11-06T01:25:01.086,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,12,46000077256611,19650,350,44,4,NIL,NIL,NIL,NIL,194,39424,469795920,2017-11-06T01:25:01.351,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,3,46000077256611,19650,350,54,5,NIL,NIL,NIL,NIL,206,39424,469767716,2017-11-06T01:25:01.380,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,2,46000077256611,19650,350,55,5,NIL,NIL,NIL,NIL,194,39424,436266596,2017-11-06T01:25:01.493,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,6,46000077256611,19650,350,47,6,NIL,NIL,NIL,NIL,194,39424,167792657,2017-11-06T01:25:01.601,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,7,46000077256611,19650,350,52,9,NIL,NIL,NIL,NIL,210,39424,469772080,2017-11-06T01:25:01.774,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,9,NIL,NIL,NIL,NIL,194,39424,167811469,2017-11-06T01:25:01.798,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,7,46000077256611,19650,350,49,3,NIL,NIL,NIL,NIL,194,39424,167799806,2017-11-06T01:25:01.936,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,2,46000077256611,19650,350,54,11,NIL,NIL,NIL,NIL,194,39424,167798927,2017-11-06T01:25:02.039,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,55,9,NIL,NIL,NIL,NIL,194,39424,436233573,2017-11-06T01:25:02.433,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,10,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,3810,2017-11-06T01:25:02.521,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,7,46000077256611,19650,350,47,9,NIL,NIL,NIL,NIL,194,39424,167825096,2017-11-06T01:25:02.608,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,10,NIL,NIL,NIL,NIL,194,39424,167796477,2017-11-06T01:25:02.689,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,7,46000077256611,19650,350,52,12,NIL,NIL,NIL,NIL,194,39424,469778336,2017-11-06T01:25:03.010,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,4,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167775231,2017-11-06T01:25:03.091,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,50,5,NIL,NIL,NIL,NIL,194,39424,167787544,2017-11-06T01:25:03.132,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,13,46000077256611,19650,350,45,13,NIL,NIL,NIL,NIL,194,39424,469792306,2017-11-06T01:25:03.173,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,7,46000077256611,19650,350,55,13,NIL,NIL,NIL,NIL,194,39424,3811,2017-11-06T01:25:03.284,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,56,15,NIL,NIL,NIL,NIL,194,39424,436216247,2017-11-06T01:25:03.375,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,9,46000077256611,19650,350,47,10,NIL,NIL,NIL,NIL,194,39424,167796408,2017-11-06T01:25:03.517,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,11,NIL,NIL,NIL,NIL,194,39424,167815725,2017-11-06T01:25:03.558,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,11,46000077256611,19650,350,50,6,NIL,NIL,NIL,NIL,194,39424,352385218,2017-11-06T01:25:04.141,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,7,46000077256611,19650,350,55,13,NIL,NIL,NIL,NIL,206,39424,469818604,2017-11-06T01:25:04.142,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,13,46000077256611,19650,350,45,11,NIL,NIL,NIL,NIL,194,39424,469839424,2017-11-06T01:25:04.164,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,9,46000077256611,19650,350,52,12,NIL,NIL,NIL,NIL,210,39424,469765406,2017-11-06T01:25:04.251,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,3,46000077256611,19650,350,55,12,NIL,NIL,NIL,NIL,194,39424,167814696,2017-11-06T01:25:04.262,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,7,46000077256611,19650,350,55,13,NIL,NIL,NIL,NIL,194,39424,436271479,2017-11-06T01:25:04.316,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,10,46000077256611,19650,350,50,4,NIL,NIL,NIL,NIL,194,39424,167791191,2017-11-06T01:25:04.327,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,10,46000077256611,19650,350,47,10,NIL,NIL,NIL,NIL,194,39424,167782342,2017-11-06T01:25:04.409,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,10,NIL,NIL,NIL,NIL,194,39424,167773364,2017-11-06T01:25:04.410,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,7,46000077256611,19650,350,45,5,NIL,NIL,NIL,NIL,194,39424,469784337,2017-11-06T01:25:05.194,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,4,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,194,39424,167818495,2017-11-06T01:25:05.256,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,39,4,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,167823105,2017-11-06T01:25:05.259,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,3,46000077256611,19650,350,55,4,NIL,NIL,NIL,NIL,194,39424,436212933,2017-11-06T01:25:05.295,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,3,46000077256611,19650,350,47,6,NIL,NIL,NIL,NIL,198,39424,167814964,2017-11-06T01:25:05.337,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,1,46000077256611,19650,350,54,11,NIL,NIL,NIL,NIL,198,39424,167836040,2017-11-06T01:25:05.392,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,5,46000077256611,19650,350,51,7,NIL,NIL,NIL,NIL,210,39424,469782755,2017-11-06T01:25:05.568,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,4,46000077256611,19650,350,55,3,NIL,NIL,NIL,NIL,194,39424,469771244,2017-11-06T01:25:05.587,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,5,46000077256611,19650,350,50,2,NIL,NIL,NIL,NIL,194,39424,352338887,2017-11-06T01:25:05.742,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,4,46000077256611,19650,350,59,4,NIL,NIL,NIL,NIL,194,39424,167828010,2017-11-06T01:25:06.124,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,6,46000077256611,19650,350,44,2,NIL,NIL,NIL,NIL,194,39424,469841653,2017-11-06T01:25:06.145,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,1,46000077256611,19650,350,55,3,NIL,NIL,NIL,NIL,194,39424,436234441,2017-11-06T01:25:06.187,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,4,46000077256611,19650,350,47,5,NIL,NIL,NIL,NIL,194,39424,167814783,2017-11-06T01:25:06.248,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,1,46000077256611,19650,350,54,10,NIL,NIL,NIL,NIL,194,39424,167808557,2017-11-06T01:25:06.509,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,3,46000077256611,19650,350,54,3,NIL,NIL,NIL,NIL,202,39424,469803635,2017-11-06T01:25:06.630,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,6,46000077256611,19650,350,51,7,NIL,NIL,NIL,NIL,194,39424,469812430,2017-11-06T01:25:06.932,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,5,46000077256611,19650,350,59,7,NIL,NIL,NIL,NIL,198,39424,167826935,2017-11-06T01:25:07.014,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,5,46000077256611,19650,350,55,9,NIL,NIL,NIL,NIL,194,39424,436250692,2017-11-06T01:25:07.136,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,10,46000077256611,19650,350,46,8,NIL,NIL,NIL,NIL,194,39424,167787915,2017-11-06T01:25:07.197,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,11,46000077256611,19650,350,44,9,NIL,NIL,NIL,NIL,210,39424,469817918,2017-11-06T01:25:07.198,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,7,46000077256611,19650,350,49,12,NIL,NIL,NIL,NIL,194,39424,2136,2017-11-06T01:25:07.354,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,10,46000077256611,19650,350,49,5,NIL,NIL,NIL,NIL,194,39424,352328644,2017-11-06T01:25:07.393,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,9,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,469834708,2017-11-06T01:25:07.480,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,10,46000077256611,19650,350,40,15,NIL,NIL,NIL,NIL,194,39424,167830684,2017-11-06T01:25:07.541,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,4,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167784289,2017-11-06T01:25:07.839,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,8,46000077256611,19650,350,59,10,NIL,NIL,NIL,NIL,194,39424,167820600,2017-11-06T01:25:07.884,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,10,46000077256611,19650,350,50,5,NIL,NIL,NIL,NIL,194,39424,167819412,2017-11-06T01:25:08.023,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,6,46000077256611,19650,350,55,12,NIL,NIL,NIL,NIL,194,39424,436240160,2017-11-06T01:25:08.087,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,7,46000077256611,19650,350,47,10,NIL,NIL,NIL,NIL,194,39424,167835855,2017-11-06T01:25:08.148,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,12,46000077256611,19650,350,51,11,NIL,NIL,NIL,NIL,194,39424,469829857,2017-11-06T01:25:08.206,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,7,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,469797064,2017-11-06T01:25:08.359,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,14,46000077256611,19650,350,44,11,NIL,NIL,NIL,NIL,194,39424,469828725,2017-11-06T01:25:08.674,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,194,39424,167823899,2017-11-06T01:25:08.736,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,209,44,9,46000077256611,19650,350,43,11,NIL,NIL,NIL,NIL,202,39424,352335900,2017-11-06T01:25:08.821,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,11,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,352374603,2017-11-06T01:25:09.012,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,209,46,1,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,352374603,2017-11-06T01:25:09.012,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,9,46000077256611,19650,350,55,13,NIL,NIL,NIL,NIL,194,39424,436272878,2017-11-06T01:25:09.017,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,12,46000077256611,19650,350,47,11,NIL,NIL,NIL,NIL,194,39424,167796580,2017-11-06T01:25:09.087,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,10,46000077256611,19650,350,50,6,NIL,NIL,NIL,NIL,194,39424,167783828,2017-11-06T01:25:09.238,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,11,46000077256611,19650,350,51,11,NIL,NIL,NIL,NIL,194,39424,469778927,2017-11-06T01:25:09.461,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,59,12,NIL,NIL,NIL,NIL,206,39424,167776034,2017-11-06T01:25:09.622,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,55,15,NIL,NIL,NIL,NIL,194,39424,436239455,2017-11-06T01:25:09.963,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,9,46000077256611,19650,350,47,11,NIL,NIL,NIL,NIL,194,39424,167815969,2017-11-06T01:25:10.104,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,9,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,469771977,2017-11-06T01:25:10.240,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,10,46000077256611,19650,350,50,6,NIL,NIL,NIL,NIL,194,39424,167775302,2017-11-06T01:25:10.446,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,59,11,NIL,NIL,NIL,NIL,194,39424,167774581,2017-11-06T01:25:10.487,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,5,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167777112,2017-11-06T01:25:10.595,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,11,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,352343873,2017-11-06T01:25:10.645,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,209,47,1,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,352343873,2017-11-06T01:25:10.645,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,10,46000077256611,19650,350,51,11,NIL,NIL,NIL,NIL,194,39424,469827858,2017-11-06T01:25:10.708,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,7,46000077256611,19650,350,55,13,NIL,NIL,NIL,NIL,194,39424,436219811,2017-11-06T01:25:10.958,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,12,46000077256611,19650,350,47,11,NIL,NIL,NIL,NIL,194,39424,167805526,2017-11-06T01:25:10.971,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,469764137,2017-11-06T01:25:11.172,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,194,39424,167799652,2017-11-06T01:25:11.353,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,14,46000077256611,19650,350,44,12,NIL,NIL,NIL,NIL,206,39424,469768996,2017-11-06T01:25:11.536,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,10,46000077256611,19650,350,50,5,NIL,NIL,NIL,NIL,194,39424,167774057,2017-11-06T01:25:11.634,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,8,46000077256611,19650,350,55,14,NIL,NIL,NIL,NIL,194,39424,436258225,2017-11-06T01:25:11.838,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,10,46000077256611,19650,350,47,10,NIL,NIL,NIL,NIL,194,39424,167801153,2017-11-06T01:25:11.899,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,9,46000077256611,19650,350,51,11,NIL,NIL,NIL,NIL,194,39424,469807602,2017-11-06T01:25:11.957,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,469812856,2017-11-06T01:25:12.102,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,11,NIL,NIL,NIL,NIL,194,39424,3907,2017-11-06T01:25:12.204,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,10,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,3904,2017-11-06T01:25:12.260,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,209,47,1,46000077256611,19650,350,49,7,NIL,NIL,NIL,NIL,194,39424,3904,2017-11-06T01:25:12.260,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,13,46000077256611,19650,350,44,9,NIL,NIL,NIL,NIL,194,39424,3908,2017-11-06T01:25:12.525,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,8,46000077256611,19650,350,55,13,NIL,NIL,NIL,NIL,194,39424,436273065,2017-11-06T01:25:12.787,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
